x1,x2,y
0.57543,0.85679,4.7
0.56809,0.87285,4.7
0.58882,0.82912,4.7
0.56781,0.87147,4.7
0.57776,0.8537,6.1
0.58611,0.83432,6.1
0.56721,0.87574,4.6
0.57687,0.85605,4.6
0.57944,0.85309,4.6
0.57332,0.86472,4.6
0.58985,0.82594,4.6
0.57307,0.86389,4.6
0.58417,0.8434,4.7
0.57572,0.85631,4.7
0.58758,0.83311,4.7
0.58352,0.84129,4.7
0.57353,0.8646,4.6
0.56956,0.87198,4.6
0.57355,0.86295,4.6
0.58082,0.84771,4.6
0.57056,0.87107,4.6
0.60311,0.79025,4.6
0.75377,0.49489,4.6
0.58716,0.83236,4.6
0.56836,0.87451,4.6
0.58374,0.84203,4.6
0.56158,0.88718,4.6
0.5773,0.85849,4.6
0.58039,0.84944,4.6
0.56908,0.8769,4.6
0.57921,0.85246,4.6
0.5804,0.8482,4.6
0.56883,0.87302,4.6
0.57245,0.86673,4.6
0.5749,0.86114,4.7
0.58139,0.84695,4.7
0.58014,0.84843,4.6
0.58736,0.83553,4.6
0.57281,0.8633,4.7
0.59007,0.8285,4.7
0.57902,0.85189,4.7
0.57923,0.84979,4.7
0.58563,0.83166,4.8
0.57658,0.85716,4.8
0.58104,0.85257,4.8
0.57376,0.86525,4.8
0.56053,0.89187,4.8
0.57995,0.85049,4.8
0.57902,0.85266,4.8
0.57307,0.86644,4.8
0.57685,0.859,4.8
0.57555,0.86025,4.8
0.57218,0.86919,4.8
0.56922,0.87513,4.8
0.56825,0.87832,4.8
0.58579,0.8346,4.8
0.57939,0.84929,4.9
0.57235,0.86845,4.9
0.57858,0.84869,4.9
0.58838,0.83635,4.9
0.57422,0.86148,4.9
0.57645,0.85794,4.9
0.57856,0.8537,4.9
0.58664,0.83353,4.9
0.57582,0.85699,4.9
0.58782,0.83542,4.9
0.58355,0.84409,4.9
0.60211,0.80186,4.9
0.58498,0.83975,4.9
0.57448,0.86185,4.9
0.579,0.84899,4.9
0.57526,0.85763,4.9
0.58656,0.83519,4.9
0.58595,0.83895,4.9
0.65559,0.68366,4.9
0.57797,0.85131,4.9
0.57502,0.85925,4.9
0.57887,0.8543,4.9
0.59449,0.8212,4.9
0.57673,0.85825,4.9
0.58934,0.8285,4.9
0.58237,0.8479,4.9
0.57161,0.86551,4.9
0.58102,0.8471,4.9
0.58789,0.82864,4.9
0.57454,0.8587,5
0.58038,0.84882,5
0.58625,0.83794,5
0.57545,0.85792,5
0.57229,0.86681,5
0.60627,0.7848,5
0.58397,0.84404,5.1
0.5685,0.87625,5.1
0.58936,0.83203,5.1
0.57464,0.86458,5.1
0.58537,0.8437,5.1
0.58121,0.8494,5.1
0.58528,0.83988,5.1
0.59422,0.82007,5.1
0.57633,0.85937,5.1
0.56765,0.87687,5.2
0.58052,0.84649,5.2
0.57226,0.86627,5.2
0.584,0.8403,5.2
0.58531,0.8393,5.2
0.57499,0.8565,5.2
0.56346,0.88216,5.2
0.58085,0.85075,5.2
0.57897,0.85465,5.2
0.58177,0.84648,5.2
0.57358,0.86091,5.2
0.57713,0.85566,5.2
0.57888,0.85258,5.2
0.56978,0.87101,5.3
0.57469,0.8595,5.3
0.58024,0.8518,5.3
0.59674,0.81806,5.3
0.58507,0.83917,5.3
0.57409,0.85977,5.3
0.58535,0.83899,5.3
0.57811,0.85518,5.3
0.60222,0.79948,5.3
0.59111,0.82598,5.3
0.59018,0.83147,5.3
0.58915,0.83049,5.3
0.59229,0.82519,5.3
0.58453,0.83707,5.3
0.59303,0.8245,5.3
0.58887,0.8298,5.3
0.59651,0.81223,5.3
0.57269,0.86446,5.3
0.7431,0.51168,5.9
0.58697,0.82645,5.9
0.59908,0.80845,5.3
0.57598,0.85696,5.3
0.58549,0.83968,5.3
0.57612,0.85704,5.3
0.58749,0.83333,5.3
0.57008,0.86988,5.3
0.5814,0.84823,5.3
0.57079,0.86873,5.3
0.57759,0.85374,5.3
0.5694,0.86974,5.3
0.58477,0.8394,5.3
0.56725,0.87419,5.3
0.5664,0.87407,5.3
0.57096,0.87092,5.8
0.57732,0.859,5.8
0.57929,0.85237,5.8
0.56918,0.87577,5.8
0.57134,0.86618,5.8
0.56415,0.88131,5.8
0.56826,0.87799,5.8
0.56274,0.88431,5.8
0.58272,0.847,5.8
0.56842,0.87403,5.8
0.57587,0.85996,5.8
0.56844,0.87351,5.8
0.56261,0.88889,5.3
0.56599,0.87902,5.3
0.58251,0.84877,5.9
0.57779,0.8547,5.9
0.57878,0.85315,5.9
0.57756,0.85611,5.9
0.57049,0.8727,5.9
0.5665,0.87724,5.8
0.57352,0.86192,5.8
0.57234,0.86636,5.8
0.57494,0.86311,5.8
0.57729,0.85583,5.8
0.56169,0.89082,5.8
0.55907,0.8897,5.3
0.56703,0.87742,5.3
0.56487,0.88484,5.3
0.56427,0.88041,5.3
0.56516,0.88353,6.2
0.56862,0.87438,6.2
0.56073,0.88841,6.2
0.56154,0.88972,6.2
0.5556,0.89947,6.2
0.55331,0.90241,6.2
0.55851,0.89071,6.3
0.55502,0.89763,6.3
0.54655,0.91132,6.3
0.55039,0.90304,6.3
0.54923,0.91068,6
0.55824,0.89459,6
0.55356,0.90127,6
0.55505,0.8967,6
0.56291,0.88492,7.3
0.56701,0.87072,7.3
0.55447,0.89512,6
0.5438,0.91753,6
0.5445,0.91676,6.2
0.5463,0.91182,6.2
0.54909,0.90698,6.2
0.56176,0.88141,6.2
0.54979,0.90546,6.2
0.55533,0.89557,6.2
0.54256,0.92072,6
0.55842,0.8903,6
0.55362,0.89766,6
0.54796,0.90957,6
0.54568,0.91765,6.1
0.55761,0.89281,6.1
0.55108,0.9085,6.1
0.56126,0.88471,6.1
0.55415,0.90021,6.2
0.56047,0.89199,6.2
0.56179,0.88278,5.9
0.55103,0.90814,5.9
0.55538,0.90031,5.9
0.56059,0.89068,5.9
0.5557,0.89696,5.9
0.55202,0.90421,5.9
0.5605,0.88702,5.8
0.56277,0.88475,5.8
0.56234,0.88579,5.8
0.56603,0.8832,5.8
0.54277,0.92403,5.2
0.55114,0.90761,5.2
0.56425,0.87904,5.2
0.56013,0.89206,5.2
0.56802,0.8746,5.2
0.56568,0.87488,5.8
0.55205,0.90607,5.8
0.55833,0.89195,5.1
0.56741,0.87211,5.1
0.56311,0.8877,5.8
0.54655,0.91553,5.8
0.55041,0.91087,5.8
0.55827,0.89207,5.8
0.5609,0.88971,5.1
0.57052,0.86953,5.1
0.5579,0.88899,5
0.54697,0.91791,5
0.55722,0.90015,5
0.55462,0.90507,5
0.57037,0.87669,5
0.57423,0.86123,5
0.56514,0.87717,4.9
0.5574,0.90252,4.9
0.5535,0.90154,4.9
0.56292,0.88138,4.9
0.55614,0.89695,4.9
0.5672,0.87419,4.9
0.55954,0.88938,4.8
0.56631,0.87447,4.8
0.56782,0.87232,4.8
0.56322,0.88148,4.8
0.56284,0.8834,4.8
0.54498,0.91841,4.8
0.57375,0.86211,4.7
0.56774,0.86944,4.7
0.56416,0.87672,4.7
0.56812,0.86829,4.7
0.55292,0.90091,4.7
0.55863,0.88627,4.7
0.56495,0.87508,4.7
0.55785,0.88849,4.7
0.56102,0.8848,4.6
0.55096,0.90409,4.6
0.56441,0.8805,4.5
0.56483,0.87909,4.5
0.57927,0.84908,4.5
0.57088,0.86699,4.5
0.57346,0.86071,4.5
0.57173,0.86684,4.5
0.57488,0.86024,4.5
0.57486,0.86197,4.5
0.56514,0.88016,4.5
0.57878,0.849,4.5
0.58502,0.83907,4.5
0.57188,0.86655,4.5
0.57055,0.86741,4.4
0.57265,0.8646,4.4
0.57345,0.85971,4.4
0.57467,0.85961,4.4
0.57171,0.86573,4.4
0.57515,0.86042,4.4
0.55835,0.89087,4.4
0.57884,0.85373,4.4
0.57764,0.85416,4.4
0.57009,0.87132,4.4
0.57339,0.86433,4.4
0.57357,0.85677,4.3
0.56632,0.87445,4.3
0.55753,0.89262,4.3
0.5749,0.86097,4.3
0.58204,0.84755,4.2
0.56673,0.87411,4.2
0.56757,0.87219,4.2
0.56533,0.88381,4.2
0.57271,0.86244,4
0.57239,0.86769,4
0.56396,0.88061,4.1
0.58015,0.8484,4.1
0.55918,0.89225,3.9
0.561,0.88741,3.9
0.57412,0.86179,4
0.56948,0.86911,4
0.58895,0.82938,4
0.57212,0.86402,4
0.57787,0.84988,3.5
0.57148,0.86949,3.5
0.56378,0.88268,3.5
0.57668,0.8515,3.5
0.5752,0.86143,3.5
0.57116,0.86623,3.5
0.56388,0.88326,3.5
0.57541,0.85881,3.5
0.56728,0.87551,3.5
0.5862,0.83941,3.5
0.57506,0.85778,3.5
0.57743,0.85385,3.5
0.57214,0.86177,3.5
0.56741,0.87313,3.5
0.58669,0.83662,3.5
0.57635,0.85514,3.5
0.57458,0.86464,3.5
0.57888,0.851,3.5
0.56969,0.86815,3.5
0.57467,0.85475,3.5
0.55813,0.88902,3.5
0.58546,0.8319,3.5
0.56288,0.87768,3.5
0.56227,0.87555,3.5
0.55613,0.88887,3.5
0.57641,0.85222,3.5
0.57136,0.86209,3.5
0.58278,0.839,3.5
0.57919,0.84968,3.5
0.58942,0.83364,3.5
0.58586,0.8355,3.5
0.58164,0.84553,3.5
0.58575,0.83788,3.5
0.57493,0.85806,3.5
0.57837,0.85283,3.5
0.5853,0.83709,3.5
0.57183,0.8643,3.5
0.5814,0.84496,3.5
0.57386,0.85899,3.5
0.56379,0.87772,3.5
0.57387,0.85444,3.5
0.58238,0.84506,3.5
0.57514,0.85208,3.5
0.57193,0.86131,3.5
0.576,0.85324,3.5
0.5706,0.86436,3.5
0.56967,0.86708,3.5
0.57754,0.85294,3.5
0.58917,0.82704,3.5
0.58022,0.84683,3.5
0.58587,0.83301,3.5
0.57876,0.84806,3.5
0.59243,0.82132,3.5
0.57628,0.85237,3.5
0.58062,0.84339,3.5
0.57956,0.84631,3.5
0.57841,0.85049,3.5
0.58355,0.83642,3.5
0.59361,0.82186,3.5
0.57163,0.86013,3.5
0.58612,0.83588,3.5
0.58165,0.84592,3.5
0.57903,0.84617,3.5
0.58031,0.8451,3.5
0.58392,0.8365,3.5
0.58791,0.82853,3.5
0.57954,0.84547,3.5
0.57971,0.84476,3.5
0.56987,0.85939,3.5
0.58427,0.83018,3.5
0.58271,0.83347,3.5
0.56423,0.87137,3.5
0.57533,0.84665,3.5
0.57839,0.84308,3.5
0.55784,0.88263,3.5
0.56625,0.86596,3.5
0.56749,0.86556,3.5
0.55743,0.88858,3.5
0.56152,0.88065,3.5
0.56503,0.87463,3.5
0.56944,0.8625,3.5
0.57135,0.86064,3.5
0.56533,0.87525,3.5
0.57822,0.84986,3.5
0.57573,0.85069,3.5
0.57421,0.85448,3.5
0.57211,0.86031,3.5
0.58063,0.83916,3.5
0.58345,0.84053,3.5
0.57616,0.85176,3.5
0.56484,0.8728,3.5
0.57245,0.86585,3.5
0.58036,0.84426,3.5
0.56716,0.86911,3.5
0.58358,0.83882,3.5
0.57453,0.85363,3.5
0.57786,0.85157,3.5
0.58155,0.84296,3.5
0.57845,0.84408,3.5
0.58367,0.83996,3.5
0.57352,0.85464,3.5
0.57266,0.85682,3.5
0.57142,0.86262,3.5
0.57709,0.85035,3.5
0.57787,0.85042,3.5
0.59509,0.81465,3.5
0.60411,0.78879,3.5
0.60996,0.78385,3.5
0.57511,0.85614,3.5
0.58457,0.84059,3.5
0.5879,0.83079,3.5
0.57264,0.85895,3.5
0.58211,0.84101,3.5
0.57982,0.84497,3.5
0.5803,0.84468,3.5
0.57897,0.8481,3.5
0.57191,0.86577,3.5
0.57578,0.85584,3.5
0.57909,0.84475,3.5
0.58949,0.82742,3.5
0.57026,0.8653,3.5
0.56919,0.86952,3.5
0.5841,0.83646,3.5
0.58295,0.83924,3.5
0.56721,0.86942,3.5
0.56999,0.86827,3.5
0.57117,0.86123,3.5
0.57266,0.85937,3.5
0.5693,0.86705,3.5
0.57803,0.84826,3.5
0.5726,0.86037,3.5
0.58424,0.83869,3.5
0.57192,0.86122,3.5
0.57718,0.85046,3.5
0.59217,0.82358,3.5
0.58685,0.82999,3.5
0.57934,0.84474,3.5
0.58591,0.83433,3.5
0.58658,0.83226,3.5
0.58886,0.82623,3.5
0.58235,0.8434,3.5
0.57272,0.86276,3.5
0.58319,0.84123,3.5
0.59493,0.81651,3.5
0.59384,0.81442,3.5
0.57533,0.85337,3.5
0.56304,0.87819,3.5
0.58671,0.83492,3.5
0.57074,0.86447,3.5
0.57174,0.85994,3.5
0.5777,0.85198,3.5
0.55782,0.88648,3.5
0.5796,0.84137,3.5
0.57487,0.85427,3.5
0.5669,0.8697,3.5
0.58625,0.83401,3.5
0.57928,0.84881,3.5
0.59448,0.81755,3.5
0.5738,0.85784,3.5
0.57932,0.84908,3.5
0.58493,0.83782,3.5
0.58194,0.84079,3.5
0.5869,0.83421,3.5
0.58631,0.83521,3.5
0.57639,0.84994,3.5
0.5647,0.87323,3.5
0.56792,0.8692,3.5
0.56063,0.87694,3.5
0.57759,0.85193,3.5
0.56141,0.88048,3.5
0.58322,0.83685,3.5
0.58238,0.84203,3.5
0.58334,0.83801,3.5
0.56691,0.87032,3.5
0.56659,0.87264,3.5
0.56982,0.86235,3.5
0.5805,0.84323,3.5
0.57982,0.848,3.5
0.58007,0.84717,3.5
0.57118,0.86516,3.5
0.5802,0.84205,3.5
0.57871,0.84829,3.5
0.58018,0.84881,3.5
0.57265,0.86358,3.5
0.57446,0.85928,3.5
0.57694,0.85606,3.5
0.56469,0.87675,3.5
0.57145,0.8586,3.5
0.57692,0.852,3.5
0.57844,0.8539,3.5
0.56748,0.8732,3.5
0.58442,0.83892,3.5
0.58355,0.84321,3.5
0.57632,0.85188,3.5
0.5844,0.83902,3.5
0.56848,0.87058,3.5
0.5757,0.85659,3.5
0.58372,0.83676,3.5
0.57354,0.86064,3.5
0.56785,0.86782,3.5
0.57527,0.85766,3.5
0.57075,0.86187,3.5
0.56894,0.86672,3.5
0.58428,0.83951,3.5
0.56189,0.88476,3.5
0.55564,0.89902,3.5
0.57068,0.86497,3.5
0.57111,0.86712,3.5
0.57586,0.85752,3.5
0.57268,0.86142,3.5
0.5789,0.84886,3.5
0.57451,0.85761,3.5
0.57012,0.87039,3.5
0.57619,0.85722,3.5
0.56202,0.88573,3.5
0.57329,0.85902,3.5
0.57142,0.86364,3.5
0.56973,0.86842,3.5
0.57435,0.85487,3.5
0.56486,0.88182,3.5
0.57461,0.86139,3.5
0.5613,0.88583,3.5
0.56541,0.87797,3.5
0.56232,0.88136,3.5
0.56203,0.87767,3.5
0.57127,0.86921,3.5
0.55856,0.88922,3.5
0.587,0.8348,3.5
0.5675,0.87681,3.5
0.5675,0.87423,3.5
0.5767,0.85599,3.5
0.54788,0.90779,3.5
0.56871,0.87063,3.5
0.56072,0.88769,3.5
0.55281,0.89924,3.5
0.56501,0.87722,3.5
0.5457,0.91425,3.5
0.56187,0.88141,3.5
0.56369,0.88352,3.5
0.56543,0.88189,3.5
0.57446,0.86191,3.5
0.57448,0.86052,3.5
0.57487,0.85851,3.5
0.57067,0.87233,3.5
0.55113,0.90614,3.5
0.5576,0.89475,3.5
0.57422,0.86018,3.5
0.56966,0.87064,3.5
0.57289,0.86187,3.5
0.54201,0.92506,3.5
0.57027,0.8656,3.5
0.56565,0.87433,3.5
0.56259,0.88108,3.5
0.56269,0.8782,3.5
0.56522,0.87905,3.5
0.56095,0.88469,3.5
0.56339,0.87795,3.5
0.56079,0.88836,3.5
0.57175,0.86817,3.5
0.56509,0.87696,3.5
0.56405,0.87702,3.5
0.57298,0.86116,3.5
0.58249,0.84651,3.5
0.56967,0.86804,3.5
0.57449,0.86219,3.5
0.57204,0.86728,3.5
0.57908,0.85014,3.5
0.56458,0.87622,3.5
0.57847,0.85052,3.5
0.57841,0.85086,3.5
0.58386,0.83754,3.5
0.58538,0.84039,3.5
0.58092,0.84801,3.5
0.58498,0.83519,3.5
0.58394,0.8403,3.5
0.5749,0.8598,3.5
0.57805,0.84954,3.5
0.57951,0.84823,3.5
0.57154,0.85823,3.5
0.57375,0.86018,3.5
0.57373,0.85642,3.5
0.58606,0.83496,3.5
0.56653,0.87339,3.5
0.56164,0.88495,3.5
0.56499,0.87793,3.5
0.57034,0.87031,3.5
0.5621,0.88438,3.5
0.55967,0.88433,3.5
0.56759,0.87344,3.5
0.55893,0.88792,3.5
0.57252,0.8596,3.5
0.56238,0.88591,3.5
0.5649,0.87621,3.5
0.56807,0.87276,3.5
0.55989,0.88979,3.5
0.54605,0.91355,3.5
0.56346,0.88144,3.5
0.55754,0.89083,3.5
0.56177,0.88099,3.5
0.54807,0.91258,3.5
0.56874,0.86387,3.5
0.56479,0.87432,3.5
0.55474,0.89876,3.5
0.55956,0.88826,3.5
0.54352,0.92382,3.5
0.57197,0.871,3.5
0.56413,0.87607,3.5
0.5591,0.88211,3.5
0.55467,0.89733,3.5
0.55885,0.88481,3.5
0.56047,0.8815,3.5
0.55569,0.89576,3.5
0.56221,0.88477,3.5
0.55603,0.89734,3.5
0.56755,0.87016,3.5
0.54587,0.91429,3.5
0.5513,0.90198,3.5
0.56474,0.87402,3.5
0.55742,0.88784,3.5
0.56565,0.8693,3.5
0.55018,0.89915,3.5
0.57115,0.86521,3.5
0.56235,0.8896,3.5
0.56557,0.88037,3.5
0.56387,0.88644,3.5
0.57164,0.86742,3.5
0.56202,0.88301,3.5
0.55113,0.9092,3.5
0.56325,0.88134,3.5
0.56267,0.88809,3.5
0.56155,0.88794,3.5
0.5647,0.88455,3.5
0.56033,0.884,3.5
0.56712,0.87319,3.5
0.54763,0.91597,3.5
0.56193,0.88115,3.5
0.55369,0.90867,3.5
0.57424,0.86133,3.5
0.56822,0.87491,3.5
0.56324,0.88166,3.5
0.58145,0.84048,3.5
0.57517,0.85594,3.5
0.55826,0.89574,3.5
0.56437,0.88752,3.5
0.56801,0.87257,3.5
0.56297,0.87812,3.5
0.57517,0.85517,3.5
0.56874,0.87389,3.5
0.54248,0.9224,3.5
0.56178,0.88447,3.5
0.54781,0.91023,3.5
0.55642,0.88893,3.5
0.55728,0.89276,3.5
0.55996,0.88714,3.5
0.5572,0.89158,3.5
0.54094,0.922,3.5
0.5659,0.87357,3.5
0.55214,0.90146,3.5
0.54942,0.9075,3.5
0.57105,0.86998,3.5
0.54944,0.91221,3.5
0.57768,0.85796,3.5
0.57484,0.86088,3.5
0.56129,0.89175,3.5
0.57732,0.8547,3.5
0.56732,0.87829,3.5
0.56951,0.86976,3.5
0.55195,0.90343,3.5
0.5662,0.87933,3.5
0.56486,0.8757,3.5
0.56535,0.87689,3.5
0.54802,0.91494,3.5
0.56511,0.87501,3.5
0.55551,0.90048,3.5
0.56092,0.88477,3.5
0.56488,0.87986,3.5
0.55642,0.89875,3.5
0.56519,0.88472,3.5
0.56493,0.88071,3.5
0.56025,0.89504,3.5
0.56052,0.88761,3.5
0.56222,0.88182,3.5
0.54832,0.90953,3.5
0.55236,0.91051,3.5
0.55131,0.90557,3.5
0.57181,0.86806,3.5
0.57094,0.86278,3.5
0.56795,0.87735,3.5
0.5648,0.88234,3.5
0.57517,0.85772,3.5
0.58266,0.84518,3.5
0.5885,0.83041,3.5
0.57763,0.84835,3.5
0.57848,0.85356,3.5
0.58995,0.83238,3.5
0.55538,0.89722,3.5
0.57038,0.8687,3.5
0.54854,0.90975,3.5
0.55415,0.89899,3.5
0.57038,0.86641,3.5
0.55187,0.89885,3.5
0.57301,0.86032,3.5
0.55966,0.88649,3.5
0.56328,0.883,3.5
0.55366,0.90316,3.5
0.55904,0.88757,3.5
0.56872,0.87268,3.5
0.56117,0.88077,3.5
0.57572,0.85904,3.5
0.57906,0.85232,3.5
0.57133,0.87105,3.5
0.57263,0.86931,3.5
0.56641,0.874,3.5
0.56538,0.88453,3.5
0.56486,0.88053,3.5
0.56493,0.8826,3.5
0.56534,0.87678,3.5
0.56602,0.87885,3.5
0.56485,0.87967,3.5
0.5554,0.89641,3.5
0.5556,0.89735,3.5
0.55944,0.88341,3.5
0.56195,0.88615,3.5
0.58809,0.83156,3.5
0.58078,0.84813,3.5
0.56048,0.8846,3.5
0.56568,0.88074,3.5
0.566,0.88274,3.5
0.56944,0.86981,3.5
