x1,x2,y
0.58797,0.82281,6.7
0.60372,0.79453,6.3
0.59654,0.80491,6.3
0.59898,0.80247,6.2
0.59982,0.80476,6.2
0.61158,0.77904,6.3
0.61194,0.777,6.3
0.60695,0.78676,6.3
0.61146,0.77805,6.3
0.61277,0.77478,6.3
0.61198,0.77644,6.2
0.5971,0.80327,6.2
0.5887,0.82157,6.3
0.57865,0.83778,6.2
0.58529,0.82777,6.2
0.59559,0.80799,6.2
0.5817,0.83181,6.2
0.58106,0.84019,6.3
0.58267,0.84003,6.3
0.59,0.81988,6.3
0.57494,0.85379,6.3
0.58174,0.83593,6.2
0.56199,0.87685,6.2
0.58773,0.8249,6.2
0.5851,0.82338,6.2
0.58643,0.82611,6.2
0.57422,0.85127,6.2
0.59731,0.80698,6.2
0.58726,0.82481,6.2
0.58145,0.83872,6.2
0.58127,0.83719,6.2
0.5746,0.8423,6.2
0.58415,0.83074,6.2
0.57818,0.84133,6
0.59039,0.825,6
0.58889,0.81997,6.2
0.56657,0.87222,6.2
0.57824,0.84388,6
0.58843,0.8277,6
0.58588,0.82752,6
0.54549,0.90286,6
0.58651,0.82441,6.2
0.56889,0.85834,6.2
0.5609,0.87273,5.8
0.56648,0.86068,5.8
0.60643,0.79196,5.9
0.57338,0.85615,5.9
0.5702,0.86342,5.8
0.57007,0.8632,5.8
0.58928,0.82716,6.2
0.58564,0.82854,6.2
0.57224,0.8541,6.1
0.57555,0.84688,6.1
0.58383,0.82385,6.1
0.57207,0.84948,6.1
0.58829,0.81789,6.1
0.57023,0.85953,6.1
0.57425,0.85217,6.2
0.55918,0.88588,6.2
0.57513,0.84817,6
0.59416,0.80887,6
0.57317,0.84902,5.8
0.58059,0.83681,5.8
0.57826,0.84505,5.8
0.59414,0.81808,5.8
0.58241,0.8287,5.8
0.57305,0.85531,5.8
0.55979,0.89252,5.8
0.57791,0.85412,5.8
0.57486,0.84272,5.8
0.57498,0.85019,6.4
0.57827,0.84721,6.4
0.58739,0.82834,6.1
0.58814,0.81812,6.1
0.58097,0.84236,6
0.58491,0.82638,6
0.57805,0.84601,6.2
0.57704,0.8418,6.2
0.57236,0.85942,6.1
0.56659,0.86671,6.1
0.57514,0.85158,6.1
0.55919,0.88705,6.1
0.57762,0.84803,6.2
0.56733,0.86878,6.2
0.57259,0.85253,6.4
0.56906,0.86102,6.4
0.59252,0.81536,6.2
0.58041,0.84258,6.2
0.58643,0.82805,6.1
0.57927,0.83868,6.1
0.58591,0.8309,6.3
0.56872,0.86276,6.3
0.59055,0.81817,6.1
0.59302,0.81597,6.1
0.59263,0.81457,6.3
0.61064,0.78021,6.3
0.57854,0.84221,5.9
0.58825,0.81949,5.9
0.58439,0.82879,5.9
0.58142,0.83985,5.9
0.59529,0.80645,6
0.58088,0.83322,6
0.5803,0.84283,3.9
0.59049,0.82365,3.9
0.58692,0.82506,3.9
0.58332,0.83564,3.9
0.59768,0.80541,3.9
0.58034,0.83931,3.9
0.57268,0.853,5.9
0.58296,0.82958,5.9
0.58314,0.83086,5.9
0.56916,0.85917,5.9
0.5808,0.83568,5.9
0.57366,0.85142,5.9
0.59218,0.81625,6
0.57706,0.84517,6
0.57063,0.85414,6
0.57909,0.83792,6
0.57589,0.84863,3.9
0.59032,0.81065,3.9
0.56453,0.86533,4
0.59158,0.81621,4
0.59695,0.80743,6.1
0.57821,0.84455,6.1
0.56981,0.86338,4
0.5941,0.80216,4
0.61135,0.77621,6.1
0.58123,0.83143,6.1
0.59929,0.79694,6.1
0.60912,0.77577,5.9
0.61072,0.77297,5.9
0.59478,0.81076,5.9
0.60823,0.77577,5.9
0.59361,0.81367,5.8
0.59722,0.81169,5.8
0.592,0.81914,4.1
0.58199,0.831,4.1
0.59925,0.7953,6.2
0.58589,0.82678,6.2
0.57756,0.84195,5.8
0.56955,0.85472,5.8
0.58733,0.82307,4.1
0.57757,0.83807,4.1
0.59104,0.81669,4.1
0.58714,0.81827,4.1
0.58319,0.83374,4
0.5946,0.80911,4
0.5946,0.80612,5.8
0.57823,0.84374,5.8
0.57351,0.85932,5.9
0.58581,0.82832,5.9
0.58605,0.82961,3.9
0.57661,0.84945,3.9
0.57282,0.85243,6
0.59343,0.8154,6
0.57131,0.86278,5.9
0.56031,0.87817,5.9
0.58065,0.83879,6.2
0.59219,0.81226,6.2
0.56151,0.87897,3.9
0.571,0.85461,3.9
0.59535,0.80865,5.9
0.58127,0.83953,5.9
0.5829,0.83148,3.9
0.57219,0.86507,3.9
0.58212,0.83762,6.2
0.58058,0.83914,6.2
0.57102,0.85078,5.8
0.5805,0.83983,5.8
0.58509,0.83133,6.1
0.56835,0.86865,6.1
0.55817,0.87923,6.3
0.56574,0.87812,6.3
0.55502,0.89837,6.5
0.57553,0.86038,6.5
0.58134,0.83419,6.2
0.57905,0.8448,6.2
0.58087,0.83767,6.3
0.56973,0.85849,6.3
0.5575,0.88881,6.4
0.57108,0.86161,6.4
0.54622,0.92336,6.3
0.57319,0.85438,6.3
0.58421,0.84165,6.4
0.58089,0.84635,6.4
0.56414,0.87609,6.5
0.56651,0.87948,6.5
0.56131,0.87835,6.4
0.58121,0.84637,6.4
0.57625,0.85529,6.4
0.59011,0.82042,6.4
0.57334,0.86063,6.4
0.57292,0.86298,6.4
0.54429,0.91427,6.4
0.5544,0.89272,6.5
0.58093,0.84159,6.5
0.53894,0.94072,6.6
0.55381,0.89631,6.6
0.54462,0.91538,6.6
0.56705,0.86862,6.6
0.56882,0.87138,6.6
0.57153,0.85765,6.6
0.56554,0.87238,6.6
0.56852,0.86719,6.6
0.57889,0.84586,6.5
0.55265,0.90113,6.5
0.55161,0.90122,6.5
0.54657,0.91056,6.5
0.56409,0.87776,6.5
0.56306,0.87781,6.5
0.55348,0.91143,6.9
0.55575,0.90665,6.9
0.56814,0.87474,7
0.55136,0.90454,7
0.55834,0.88346,6.5
0.57405,0.86024,6.5
0.57539,0.85396,6.8
0.55523,0.89551,6.8
0.57096,0.86643,6.5
0.58484,0.83633,6.5
0.5754,0.85149,6.7
0.56723,0.86792,6.7
0.5697,0.86678,7
0.57192,0.86698,7
0.53773,0.93865,6.9
0.59114,0.82616,6.9
0.55787,0.89056,7.2
0.57499,0.85884,7.2
0.56198,0.88645,7.2
0.562,0.87864,7.2
0.56608,0.87787,6.8
0.55117,0.90359,6.8
0.57234,0.86362,6.8
0.56212,0.88388,6.8
0.56361,0.87819,7.3
0.55271,0.91054,7.3
0.5729,0.87261,7.3
0.57347,0.86317,7.3
0.57902,0.85299,7.3
0.57126,0.86555,7.3
0.55721,0.88589,6.6
0.55414,0.89377,6.6
0.56408,0.87518,7.2
0.54051,0.92854,7.2
0.57382,0.85639,7.2
0.55315,0.89462,7.2
0.56926,0.86886,6.9
0.55651,0.89851,6.9
0.58356,0.84309,6.9
0.58404,0.83181,6.9
0.55612,0.89087,6.9
0.581,0.84147,6.9
0.58286,0.83323,6.9
0.55962,0.87941,6.8
0.54794,0.9225,6.8
0.56601,0.87553,7.4
0.57566,0.86343,7.4
0.58306,0.83668,7
0.54311,0.93103,7
0.56672,0.87096,7.3
0.57032,0.86913,7.3
0.57074,0.86942,6.9
0.55215,0.90737,6.9
0.56909,0.86585,7.1
0.55694,0.8931,7.1
0.5553,0.89386,7.1
0.56954,0.87069,7.1
0.57625,0.85665,7.1
0.56973,0.87064,7.1
0.57638,0.84805,7.1
0.58912,0.82703,7.1
0.56946,0.86297,7.1
0.58679,0.83171,7.1
0.57161,0.85638,6.5
0.57397,0.85619,6.5
0.56337,0.87487,6.5
0.59465,0.80991,6.5
0.545,0.91896,6.5
0.59614,0.81968,6.5
0.59978,0.79911,6.4
0.57854,0.83929,6.4
0.6022,0.79063,6.4
0.59676,0.80991,6.4
0.57182,0.85972,6.4
0.5823,0.83245,6.4
0.59397,0.81208,6.2
0.57776,0.84388,6.2
0.59402,0.81017,6.2
0.56884,0.8583,6.2
0.58969,0.81865,6.3
0.57783,0.84029,6.3
0.59172,0.81835,6.3
0.56352,0.88384,6.3
0.58084,0.83559,6.3
0.57915,0.84397,6.3
0.57583,0.84543,6.3
0.57215,0.8601,6.3
0.58009,0.83778,6.2
0.57425,0.84999,6.2
0.5863,0.82434,6.3
0.56911,0.85527,6.3
0.59946,0.80418,6.4
0.57815,0.84484,6.4
0.5734,0.85097,6.3
0.57009,0.86054,6.3
0.55036,0.89944,6.3
0.58555,0.82667,6.3
0.57611,0.84387,6.4
0.58932,0.82129,6.4
0.57029,0.85861,6.4
0.57186,0.85989,6.4
0.55657,0.8867,6.4
0.57105,0.86021,6.4
0.5893,0.81856,6.4
0.57925,0.84195,6.4
0.5828,0.83585,6.4
0.57666,0.84632,6.4
0.58029,0.84203,6.4
0.5804,0.84257,6.4
0.55374,0.89822,6.4
0.56672,0.87181,6.7
0.57303,0.86028,6.7
0.5537,0.89018,6.5
0.56423,0.88132,6.5
0.57188,0.86721,6.4
0.55428,0.88929,6.4
0.58203,0.84396,6.5
0.55651,0.88938,6.5
0.57536,0.84791,6.6
0.57869,0.84045,6.6
0.56818,0.8744,6.5
0.56959,0.86632,6.5
0.5695,0.86857,6.9
0.57714,0.85176,6.9
0.56498,0.87536,6.5
0.56651,0.87202,6.5
0.57982,0.8429,6.4
0.58139,0.83775,6.4
0.57127,0.86211,6.4
0.55557,0.89977,6.4
0.56231,0.88763,6.6
0.57138,0.86001,6.6
0.56818,0.87172,6.5
0.55565,0.89382,6.5
0.57043,0.86984,6.5
0.58005,0.84327,6.5
0.57021,0.85973,6.3
0.56246,0.88632,6.3
0.56666,0.86836,6.4
0.59346,0.82044,6.4
0.5733,0.86079,6.4
0.56561,0.88191,6.4
0.56395,0.88283,6.4
0.57451,0.85634,6.4
0.57808,0.84863,6.3
0.56937,0.86411,6.3
0.58716,0.8243,6.4
0.59154,0.82332,6.4
0.57619,0.8493,6.5
0.57226,0.85202,6.5
0.56898,0.86979,6.3
0.56035,0.88198,6.3
0.57803,0.84964,6.4
0.57078,0.85742,6.4
0.57399,0.84628,6.3
0.58812,0.83078,6.3
0.56487,0.87418,6.3
0.59035,0.82041,6.3
0.56902,0.86731,6.3
0.56867,0.86505,6.3
0.56525,0.87917,6.5
0.58356,0.82925,6.5
0.55165,0.90532,6.5
0.57289,0.85597,6.4
0.58332,0.82995,6.4
0.57053,0.8651,6.4
0.57178,0.86303,6.4
0.5708,0.85826,6.4
0.55626,0.89057,6.4
0.55133,0.90279,6.5
0.5641,0.87511,6.5
0.58287,0.84183,6.4
0.56248,0.88166,6.4
0.56733,0.8704,6.4
0.57225,0.85629,6.4
0.56858,0.86662,6.4
0.57287,0.86048,6.4
0.56759,0.87166,6.5
0.562,0.89041,6.5
0.57915,0.84221,6.6
0.55424,0.90205,6.6
0.57389,0.8485,6.5
0.55715,0.89771,6.5
0.55257,0.89649,7
0.56439,0.87543,7
0.56412,0.88305,6.5
0.55204,0.89627,6.5
0.55899,0.89017,7
0.56164,0.8738,7
0.53639,0.95001,6.9
0.57667,0.85011,6.9
0.55232,0.90924,6.9
0.54871,0.9097,6.9
0.5434,0.92355,6.4
0.52411,0.96063,6.4
0.56639,0.86691,6
0.54133,0.92353,6
0.54007,0.93154,6.2
0.5437,0.92487,6.2
0.54529,0.92434,5.8
0.53037,0.95999,5.8
0.64331,0.73498,5.2
0.50796,1.00631,5.2
0.53559,0.95138,5.2
0.75575,0.50242,5.2
0.49775,1.03286,5.2
0.4873,1.05911,5.2
0.48519,1.0622,5.2
0.56843,0.8699,6.4
0.56816,0.87376,6.4
0.58523,0.82375,7
0.56881,0.86856,7
0.55628,0.89859,6.8
0.57087,0.85253,6.8
0.55699,0.89679,6.5
0.57652,0.85848,6.5
0.54785,0.91783,6.7
0.57212,0.86146,6.7
0.57448,0.84902,6.8
0.58006,0.84339,6.8
0.56129,0.88648,6.7
0.5614,0.87207,6.7
0.56166,0.87856,6.8
0.54811,0.90458,6.8
0.5788,0.84184,6.5
0.56103,0.8867,6.5
0.55528,0.89355,7
0.57025,0.86824,7
0.56091,0.87694,7
0.56525,0.87491,7
0.56589,0.87842,6.7
0.54465,0.91376,6.7
0.57125,0.86187,5
0.56373,0.87875,5
0.56306,0.87934,6.9
0.57093,0.86531,6.9
0.55458,0.89107,6.4
0.57538,0.85325,6.4
0.56576,0.86647,6.5
0.55999,0.88826,6.5
0.57037,0.86494,6.5
0.56151,0.88093,6.5
0.57197,0.85596,6.5
0.57237,0.86074,6.5
0.58063,0.84553,6.4
0.5552,0.89338,6.4
0.55395,0.90044,6.4
0.5629,0.8885,6.4
0.57436,0.86718,6.5
0.56259,0.89168,6.5
0.56337,0.88072,6.6
0.54648,0.91518,6.6
0.56147,0.89149,6.5
0.56864,0.87504,6.5
0.56802,0.8677,6.5
0.55174,0.90732,6.5
0.56075,0.88816,6.4
0.5772,0.84789,6.4
0.569,0.86675,6.1
0.56073,0.88973,6.1
0.5605,0.89814,6.4
0.56976,0.87077,6.4
0.57203,0.8631,6.2
0.54686,0.91917,6.2
0.55445,0.89815,6.2
0.56591,0.87252,6.2
0.55994,0.88773,6.2
0.55435,0.90204,6.2
0.57331,0.8546,6.2
0.54706,0.91168,6.4
0.58013,0.84566,6.4
0.55624,0.88432,6.3
0.55667,0.89924,6.3
0.56235,0.87643,6.3
0.57898,0.84644,6.3
0.58707,0.83098,6.2
0.58922,0.828,6.2
0.55622,0.89006,6.3
0.57123,0.85569,6.3
0.57379,0.8627,6.3
0.5877,0.83202,6.3
0.56691,0.86863,6.4
0.57476,0.85599,6.4
0.55388,0.89799,6.3
0.57693,0.8453,6.3
0.57732,0.84991,6.2
0.56478,0.87261,6.2
0.58141,0.84653,6.3
0.5713,0.8668,6.3
0.58354,0.84258,6.2
0.55287,0.90425,6.2
0.56756,0.86789,6.1
0.56317,0.87855,6.1
0.57723,0.85664,6.3
0.57078,0.86515,6.3
0.57639,0.85358,6.2
0.57256,0.85572,6.2
0.56131,0.87795,6.2
0.57769,0.85355,6.2
0.56847,0.86388,6.3
0.55105,0.89694,6.3
0.57695,0.85062,6.1
0.56911,0.86722,6.1
0.59069,0.82342,6.3
0.57068,0.86718,6.3
0.56563,0.87503,6.4
0.56042,0.88748,6.4
0.55455,0.88682,6.4
0.58481,0.82781,6.4
0.5717,0.86484,6.4
0.5542,0.90614,6.4
0.57599,0.85617,6.4
0.58174,0.84805,6.4
0.56939,0.86604,6.5
0.56644,0.88059,6.5
0.59041,0.82748,6.5
0.57205,0.86634,6.5
0.57234,0.86217,6.4
0.57798,0.8489,6.4
0.55715,0.88393,6.4
0.56518,0.8739,6.4
0.55455,0.90723,6.5
0.56909,0.8711,6.5
0.56624,0.87817,6.4
0.58553,0.83399,6.4
0.56571,0.8765,6.5
0.55392,0.89843,6.5
0.55936,0.89738,6.5
0.54949,0.89616,6.5
0.57695,0.85404,6.5
0.55821,0.89649,6.5
0.55788,0.89189,6.5
0.5726,0.86486,6.4
0.58284,0.83707,6.4
0.55936,0.89049,6.4
0.5733,0.86334,6.4
0.56675,0.87339,6.4
0.57878,0.84879,6.4
0.56449,0.87424,6.5
0.54349,0.92289,6.5
0.55731,0.89575,6.4
0.53975,0.92197,6.4
0.5346,0.93516,6.4
0.55073,0.91632,6.4
0.56624,0.86917,5.9
0.51927,0.96561,5.9
0.57667,0.85599,5.9
0.54624,0.91813,5.9
0.55107,0.91232,6.3
0.53831,0.92618,6.3
0.52196,0.95449,6.3
0.56673,0.87137,6.3
0.57703,0.84787,6.4
0.57998,0.8418,6.4
0.57604,0.84855,6.4
0.56622,0.86733,6.4
0.57393,0.8555,6.5
0.56166,0.88864,6.5
0.56921,0.86831,6.5
0.58587,0.83121,6.5
0.56123,0.87811,6.5
0.55691,0.88495,6.5
0.57599,0.84792,6.4
0.56651,0.87092,6.4
0.55392,0.89335,6.4
0.56729,0.87105,6.4
0.58698,0.8266,6.4
0.53917,0.9256,6.4
0.55996,0.88149,6.3
0.56386,0.87539,6.3
0.56945,0.87503,6.4
0.55049,0.90473,6.4
0.55609,0.89299,6.4
0.52263,0.97099,6.4
0.73962,0.5266,5.8
0.73385,0.53852,5.8
0.7288,0.54872,5.4
0.72439,0.55875,5.4
0.71905,0.56996,5.4
0.71879,0.57157,5.4
0.70868,0.59236,5.4
0.70226,0.60536,5.4
0.69942,0.61139,5.4
0.69556,0.61951,5.4
0.69349,0.62252,5.4
0.69023,0.62925,5.4
0.68774,0.6347,5.4
0.68698,0.63683,5.4
0.68794,0.63517,5.5
0.68553,0.63927,5.5
0.6848,0.64114,5.5
0.68338,0.64369,5.5
0.68102,0.649,5.5
0.68015,0.65089,5.5
0.67777,0.65501,5.5
0.67481,0.66264,5.5
0.67332,0.66516,5.4
0.66912,0.67204,5.4
0.66591,0.6761,5.5
0.52976,0.96971,5.8
0.53935,0.94313,5.8
0.55284,0.9048,6.4
0.59187,0.81223,6.4
0.57445,0.85144,6.5
0.56648,0.87006,6.5
0.54826,0.91294,6.5
0.59551,0.80574,6.5
0.57493,0.85418,6.5
0.5954,0.81444,6.5
0.56075,0.87866,6.6
0.573,0.85527,6.6
0.55768,0.88713,6.7
0.57066,0.8635,6.7
0.5747,0.85708,6.7
0.57614,0.85138,6.7
0.56329,0.87584,6.8
0.5704,0.86086,6.8
0.58282,0.83318,6.6
0.61678,0.77308,6.6
0.56426,0.86524,6.5
0.59953,0.79837,6.5
0.57294,0.85338,6.7
0.56353,0.87654,6.5
0.56024,0.88352,6.5
0.54149,0.92664,6.7
0.55096,0.91018,6.7
0.5788,0.85466,6.6
0.58384,0.83789,6.6
0.57515,0.85342,6.5
0.55724,0.88578,6.5
0.5772,0.85218,6.5
0.57332,0.85839,6.5
0.57597,0.84632,6.7
0.55076,0.90463,6.7
0.60068,0.80292,6.5
0.59593,0.80961,6.5
0.5564,0.88766,6.5
0.56846,0.86696,6.5
0.57426,0.84555,6.5
0.55165,0.89718,6.5
0.54394,0.91979,7
0.5589,0.88304,7
0.56124,0.8822,6.8
0.56525,0.87509,6.8
0.56309,0.88001,6.9
0.57887,0.85428,6.9
0.5542,0.89457,7
0.56022,0.89028,7
0.56011,0.883,7
0.55618,0.89176,7
0.56354,0.87887,7.1
0.5388,0.92591,7.1
0.54171,0.92597,6.9
0.55497,0.89573,6.9
0.55882,0.88737,7.2
0.5564,0.89476,7.2
0.56699,0.87952,7.3
0.57394,0.85009,7.3
0.56639,0.87371,6.6
0.55461,0.89808,6.6
0.56555,0.877,7.4
0.57641,0.86042,7.4
0.55634,0.89442,7.4
0.56884,0.87319,7.3
0.56943,0.86516,7.3
0.53888,0.93496,7.3
0.56439,0.87762,7.3
0.56281,0.88049,7.7
0.56421,0.8759,7.7
0.55536,0.90143,5.8
0.57028,0.86505,5.8
0.56798,0.86652,7.2
0.56217,0.89106,7.2
0.53556,0.94126,7.3
0.55836,0.88287,7.3
0.56858,0.8684,7.5
0.5519,0.89641,7.5
0.56264,0.883,7.3
0.55444,0.9003,7.3
0.57009,0.86617,7.5
0.5589,0.88583,7.5
0.5568,0.88939,7
0.57508,0.85433,7
0.57384,0.86306,7.2
0.56402,0.87764,7.2
0.54385,0.9146,7.2
0.56922,0.8662,7.2
0.55978,0.88298,6.9
0.58301,0.83693,6.9
0.57904,0.85215,6.5
0.57138,0.86231,6.5
0.57646,0.84653,6.6
0.55037,0.90357,6.6
0.56953,0.86135,6.5
0.56146,0.88512,6.5
0.57565,0.85757,6.8
0.57088,0.86029,6.8
0.60517,0.78667,6.5
0.55621,0.89078,6.5
0.57936,0.84261,6.4
0.58259,0.83495,6.4
0.57392,0.85043,6.5
0.55801,0.88817,6.5
0.55295,0.89843,6.6
0.56444,0.87925,6.6
0.55191,0.90626,6.5
0.56901,0.86147,6.5
0.5712,0.85555,6.4
0.56053,0.88641,6.5
0.56156,0.87652,6.5
0.57083,0.86232,6.8
0.57117,0.85918,6.8
0.55352,0.90073,7.1
0.57926,0.85112,7.1
0.56458,0.87471,7.1
0.57072,0.86741,7.1
0.56379,0.87236,6.7
0.56073,0.87563,6.7
0.5737,0.84912,6.4
0.574,0.85389,6.4
0.56235,0.87663,6.5
0.55056,0.9048,6.5
0.5601,0.87908,6.5
0.54758,0.91781,6.8
0.57822,0.84236,6.8
0.55871,0.89233,6.5
0.55321,0.89515,6.5
0.57116,0.85924,6.5
0.5815,0.84874,6.5
0.56903,0.86218,6.5
0.56629,0.8701,6.8
0.57441,0.85999,6.8
0.55742,0.89452,6.8
0.57671,0.84737,6.8
0.56187,0.88175,7.2
0.56828,0.87429,7.2
0.56275,0.87713,6.5
0.5509,0.90572,6.5
0.55287,0.90391,7.1
0.56937,0.86959,7.1
0.57053,0.86535,7.5
0.5715,0.85981,7.5
0.55082,0.91041,7.4
0.56936,0.8653,7.4
0.56083,0.8851,7.3
0.55006,0.90556,7.3
0.54971,0.905,7.3
0.57372,0.86076,7.3
0.54702,0.91944,7.3
0.55399,0.91071,7.3
0.59207,0.83158,7.3
0.56021,0.88939,7.3
0.54928,0.90911,7.3
0.57239,0.85733,7.3
0.56965,0.86898,7.5
0.57492,0.8606,7.5
0.56479,0.87801,7.5
0.56039,0.88364,7.5
0.55469,0.90503,7.4
0.57195,0.85951,7.4
0.55311,0.88898,7.3
0.55623,0.89004,7.3
0.55565,0.89243,7.8
0.54654,0.91266,7.8
0.55252,0.90818,7.4
0.55099,0.90398,7.4
0.54941,0.91191,7.3
0.57943,0.84182,7.3
0.59158,0.82903,6.8
0.56361,0.87701,6.8
0.54796,0.9135,7.2
0.57219,0.85932,7.2
0.56488,0.87586,7.3
0.56083,0.87807,7.3
0.59247,0.81671,7.3
0.57201,0.85943,7.3
0.56766,0.87472,6.8
0.56367,0.87521,6.8
0.58673,0.82972,7.7
0.57415,0.86924,7.7
0.56893,0.87021,7.4
0.55719,0.89444,7.4
0.56419,0.88106,7.4
0.54025,0.92541,7.4
0.58426,0.83458,7.4
0.57594,0.85731,6.7
0.59104,0.82774,6.7
0.57976,0.83975,7.3
0.55988,0.88926,7.3
0.54964,0.89959,6.7
0.58519,0.83822,6.7
0.56145,0.88566,6.6
0.57307,0.86002,6.6
0.55457,0.8976,6.5
0.58078,0.8412,6.5
0.55997,0.8816,6.7
0.57037,0.86536,6.7
0.56136,0.88431,7
0.60207,0.79924,7
0.58223,0.8355,7
0.54902,0.90489,7
0.54799,0.90804,6.7
0.56424,0.88044,6.7
0.5578,0.89454,7.2
0.55732,0.89224,7.2
0.5648,0.87593,7.4
0.56047,0.88738,7.4
0.57342,0.85503,7.2
0.57926,0.85898,7.2
0.58291,0.83364,7.2
0.57742,0.85355,7.2
0.57936,0.84977,7.2
0.58238,0.84452,7.2
0.56348,0.88217,7
0.55742,0.89511,7
0.56522,0.87648,7.4
0.56557,0.87987,7.4
0.56212,0.88336,7.4
0.56895,0.86966,7.4
0.57565,0.84785,7
0.56421,0.86933,7
0.59141,0.82308,7.1
0.55297,0.89838,7.1
0.56911,0.87162,6.6
0.55735,0.89254,6.6
0.60905,0.78692,6.5
0.56574,0.87804,6.5
0.5538,0.89603,7.3
0.55447,0.89153,7.3
0.56523,0.87149,6.5
0.57415,0.85357,6.5
0.56393,0.88296,6.9
0.57306,0.8547,6.9
0.55809,0.89275,7.1
0.54942,0.91251,7.1
0.5715,0.87213,7.2
0.55231,0.90112,7.2
0.56003,0.88395,6.8
0.54814,0.911,6.8
0.57479,0.85536,6.7
0.5732,0.86538,6.7
0.5716,0.86249,6.5
0.57815,0.8475,6.5
0.55458,0.89549,6.5
0.58723,0.82894,6.5
0.55347,0.90212,6.5
0.5829,0.83817,6.5
0.57344,0.84597,6.5
0.58082,0.83655,6.1
0.53361,0.9386,6.1
0.57757,0.85042,6.1
0.56539,0.86299,6.1
0.59349,0.81601,6.3
0.56264,0.87556,6.3
0.58873,0.82178,6.3
0.58715,0.82397,6.3
0.59118,0.81414,6
0.57729,0.84118,6
0.57921,0.84548,6.3
0.55622,0.88477,6.3
0.57427,0.84655,6
0.56179,0.86906,6
0.56479,0.87932,6.2
0.5791,0.84474,6.2
0.54686,0.90804,6.6
0.56701,0.87037,6.6
0.57827,0.84502,6.4
0.587,0.8376,6.4
0.58644,0.83746,6.3
0.57173,0.86013,6.3
0.57283,0.85544,6.4
0.56895,0.86006,6.4
0.5733,0.8595,6.2
0.56867,0.86467,6.2
0.56216,0.88121,6.3
0.55532,0.90331,6.3
0.54765,0.9049,6.5
0.61114,0.78208,6.5
0.54647,0.91109,6.4
0.56098,0.87537,6.4
0.6054,0.78714,6.3
0.56664,0.87612,6.3
0.57269,0.86089,6.4
0.56326,0.87577,6.4
0.5642,0.87257,6.2
0.56983,0.86479,6.2
0.57385,0.85933,6.2
0.5763,0.85129,6.2
0.55343,0.88971,6.3
0.57718,0.84419,6.3
0.55849,0.88026,6.4
0.58882,0.83294,6.4
0.55445,0.89253,6.3
0.57464,0.85494,6.3
0.56988,0.86578,6.4
0.58104,0.84111,6.4
0.60613,0.78885,6.3
0.56535,0.87491,6.3
0.574,0.85433,6.4
0.56488,0.87071,6.4
0.57905,0.84747,6.3
0.58503,0.83733,6.3
0.56385,0.87769,6.5
0.58005,0.84552,6.5
0.56314,0.87188,6.3
0.58294,0.83478,6.3
0.56214,0.88032,6.3
0.57728,0.84448,6.5
0.56594,0.87319,6.5
0.57237,0.86008,6.4
0.565,0.86423,6.4
0.57301,0.85979,6.2
0.55069,0.90332,6.2
0.57515,0.84436,6.5
0.57478,0.86321,6.5
0.5725,0.85165,6.4
0.55343,0.8993,6.4
0.55103,0.90456,6.3
0.57215,0.85288,6.3
0.58592,0.82931,6.3
0.55692,0.90069,6.3
0.56433,0.87752,6.8
0.57453,0.85403,6.8
0.57022,0.86583,6.2
0.55956,0.8877,6.2
0.58269,0.82917,6.2
0.55749,0.89214,6.2
0.58203,0.84239,6.3
0.56157,0.8787,6.3
0.5624,0.87593,6.5
0.5775,0.85312,6.5
0.57308,0.85471,6.3
0.56476,0.87826,6.3
0.57321,0.86647,6.4
0.56856,0.8775,6.4
0.5518,0.89898,6.5
0.61371,0.78176,6.5
0.56431,0.87767,6.5
0.55706,0.89327,6.5
0.5826,0.84282,6.7
0.55724,0.89679,6.7
0.5479,0.91216,6.8
0.55062,0.9105,6.8
0.5581,0.88909,7.1
0.56404,0.87546,7.1
0.54605,0.91727,6.7
0.55429,0.89805,6.7
0.54552,0.91751,7
0.53716,0.93098,7
0.57721,0.8487,6.6
0.56601,0.87904,6.6
0.5743,0.86496,7.1
0.5739,0.86326,7.1
0.54935,0.89496,7.2
0.58342,0.83749,7.2
0.5721,0.86079,7.3
0.58521,0.83523,7.3
0.5687,0.87435,6.7
0.55568,0.88925,6.7
0.5578,0.88746,7.1
0.5702,0.86804,7.1
0.57666,0.85541,6.8
0.62889,0.74588,6.8
0.55319,0.89215,6.5
0.56192,0.88326,6.5
0.53848,0.93308,6.4
0.55391,0.89786,6.4
0.57171,0.85487,6.4
0.56859,0.86434,6.4
0.60498,0.79148,6.4
0.57625,0.85038,6.3
0.59558,0.81112,6.3
0.56137,0.88234,6.2
0.55287,0.89723,6.2
0.57557,0.84901,6.2
0.55894,0.88317,6.2
0.57372,0.85525,6.2
0.56929,0.86279,6.2
0.56754,0.86415,5.9
0.57664,0.84561,5.9
0.55173,0.89975,5.8
0.56843,0.86335,5.8
0.56731,0.86056,5.8
0.5828,0.83311,5.8
0.55733,0.8886,5.8
0.5791,0.84288,5.8
0.56073,0.88078,5.9
0.57506,0.84844,5.9
0.5761,0.84638,5.3
0.62876,0.73792,5.3
0.58323,0.83534,5.9
0.58914,0.83045,5.9
0.58196,0.83825,6.2
0.55871,0.87771,6.2
0.58821,0.82645,5.9
0.58059,0.84145,5.9
0.57142,0.86211,6.3
0.57335,0.85444,6.3
0.56105,0.87797,6.2
0.56955,0.86799,6.2
